Tier,Technology,Architecture,Value
P4:14,.NET,MSx6,0.38113
P4:14,.NET,MSx6,0.38078
P4:14,.NET,MSx6,0.38098
P4:14,.NET,MSx6,0.38054
P4:14,.NET,MSx6,0.38082
P4:14,.NET,MSx6,0.38046
P4:14,.NET,MSx6,0.38097
P4:14,.NET,MSx6,0.38066
P4:14,.NET,MSx6,0.38125
P4:14,.NET,MSx6,0.38093
P4:14,.NET,MSx6,0.38123
P4:14,.NET,MSx6,0.38076
P4:14,.NET,MSx6,0.38081
P4:14,.NET,MSx6,0.38043
P4:14,.NET,MSx6,0.38071
P4:14,.NET,MSx10,0.3836
P4:14,.NET,MSx10,0.38362
P4:14,.NET,MSx10,0.38422
P4:14,.NET,MSx10,0.3838
P4:14,.NET,MSx10,0.38424
P4:14,.NET,MSx10,0.38406
P4:14,.NET,MSx10,0.38444
P4:14,.NET,MSx10,0.38395
P4:14,.NET,MSx10,0.38439
P4:14,.NET,MSx10,0.38403
P4:14,.NET,MSx10,0.38444
P4:14,.NET,MSx10,0.38389
P4:14,.NET,MSx10,0.38476
P4:14,.NET,MSx10,0.38445
P4:14,.NET,MSx10,0.38462
P4:14,.NET,MSx10,0.38428
P4:14,.NET,MSx10,0.3845
P4:14,.NET,MSx10,0.38422
P4:14,.NET,MSx10,0.38469
P4:14,.NET,MSx10,0.38421
P4:14,.NET,MSx15,0.40367
P4:14,.NET,MSx15,0.40337
P4:14,.NET,MSx15,0.40239
P4:14,.NET,MSx15,0.40228
P4:14,.NET,MSx15,0.40187
P4:14,.NET,MSx15,0.40168
P4:14,.NET,MSx15,0.4018
P4:14,.NET,MSx15,0.40171
P4:14,.NET,MSx15,0.40184
P4:14,.NET,MSx15,0.40156
P4:14,.NET,MSx15,0.40098
P4:14,.NET,MSx15,0.40121
P4:14,.NET,MSx15,0.40112
P4:14,.NET,MSx15,0.40147
P4:14,.NET,MSx15,0.40166
P4:14,.NET,MSx15,0.40057
P4:14,.NET,MSx15,0.40065
P4:14,.NET,MSx15,0.40108
P4:14,.NET,MSx15,0.40099
P4:14,.NET,MSx15,0.40095
P4:14,.NET,MSx20,0.40325
P4:14,.NET,MSx20,0.40378
P4:14,.NET,MSx20,0.40284
P4:14,.NET,MSx20,0.40282
P4:14,.NET,MSx20,0.40242
P4:14,.NET,MSx20,0.40298
P4:14,.NET,MSx20,0.40215
P4:14,.NET,MSx20,0.40177
P4:14,.NET,MSx20,0.40084
P4:14,.NET,MSx20,0.401
P4:14,.NET,MSx20,0.40073
P4:14,.NET,MSx20,0.40117
P4:14,.NET,MSx20,0.40063
P4:14,.NET,MSx20,0.40095
P4:14,.NET,MSx20,0.40074
P4:14,.NET,MSx20,0.40096
P4:14,.NET,MSx20,0.40012
P4:14,.NET,MSx20,0.40026
P4:14,.NET,MSx20,0.40021
P4:14,.NET,MSx20,0.40081
P4:14,Java,MSx1,0.38886
P4:14,Java,MSx1,0.38884
P4:14,Java,MSx1,0.38921
P4:14,Java,MSx1,0.3889
P4:14,Java,MSx1,0.3881
P4:14,Java,MSx1,0.38735
P4:14,Java,MSx1,0.38846
P4:14,Java,MSx1,0.38825
P4:14,Java,MSx1,0.3876
P4:14,Java,MSx1,0.38709
P4:14,Java,MSx1,0.3883
P4:14,Java,MSx1,0.38927
P4:14,Java,MSx1,0.38988
P4:14,Java,MSx1,0.38934
P4:14,Java,MSx1,0.39018
P4:14,Java,MSx1,0.39029
P4:14,Java,MSx1,0.38966
P4:14,Java,MSx1,0.38924
P4:14,Java,MSx1,0.38936
P4:14,Java,MSx1,0.38959
P4:14,Java,MSx3,0.46071
P4:14,Java,MSx3,0.46184
P4:14,Java,MSx3,0.46161
P4:14,Java,MSx3,0.46115
P4:14,Java,MSx3,0.46153
P4:14,Java,MSx3,0.46256
P4:14,Java,MSx3,0.46266
P4:14,Java,MSx3,0.46199
P4:14,Java,MSx3,0.46159
P4:14,Java,MSx3,0.4617
P4:14,Java,MSx3,0.46348
P4:14,Java,MSx3,0.46369
P4:14,Java,MSx3,0.46378
P4:14,Java,MSx3,0.46636
P4:14,Java,MSx3,0.46859
P4:14,Java,MSx3,0.46659
P4:14,Java,MSx3,0.465
P4:14,Java,MSx3,0.4636
P4:14,Java,MSx3,0.46379
P4:14,Java,MSx3,0.46917
P4:14,Java,MSx6,0.51474
P4:14,Java,MSx6,0.51565
P4:14,Java,MSx6,0.51394
P4:14,Java,MSx6,0.51201
P4:14,Java,MSx6,0.51257
P4:14,Java,MSx6,0.51256
P4:14,Java,MSx6,0.5124
P4:14,Java,MSx6,0.51241
P4:14,Java,MSx6,0.51252
P4:14,Java,MSx6,0.51397
P4:14,Java,MSx6,0.51387
P4:14,Java,MSx6,0.51408
P4:14,Java,MSx6,0.51405
P4:14,Java,MSx6,0.514
P4:14,Java,MSx6,0.51377
P4:14,Java,MSx6,0.51368
P4:14,Java,MSx6,0.51173
P4:14,Java,MSx6,0.51083
P4:14,Java,MSx6,0.50761
P4:14,Java,MSx6,0.50562
P4:14,Java,MSx10,0.51917
P4:14,Java,MSx10,0.51991
P4:14,Java,MSx10,0.52792
P4:14,Java,MSx10,0.52725
P4:14,Java,MSx10,0.52614
P4:14,Java,MSx10,0.52488
P4:14,Java,MSx10,0.52433
P4:14,Java,MSx10,0.52476
P4:14,Java,MSx10,0.52459
P4:14,Java,MSx10,0.52402
P4:14,Java,MSx10,0.52473
P4:14,Java,MSx10,0.52456
P4:14,Java,MSx10,0.52354
P4:14,Java,MSx10,0.52288
P4:14,Java,MSx10,0.52316
P4:14,Java,MSx10,0.52302
P4:14,Java,MSx10,0.52265
P4:14,Java,MSx10,0.5217
P4:14,Java,MSx10,0.52158
P4:14,Java,MSx10,0.52195
P4:14,Java,MSx15,0.51493
P4:14,Java,MSx15,0.5156
P4:14,Java,MSx15,0.51512
P4:14,Java,MSx15,0.51529
P4:14,Java,MSx15,0.51569
P4:14,Java,MSx15,0.51388
P4:14,Java,MSx15,0.51371
P4:14,Java,MSx15,0.51193
P4:14,Java,MSx15,0.51084
P4:14,Java,MSx15,0.5106
P4:14,Java,MSx15,0.51203
P4:14,Java,MSx15,0.51127
P4:14,Java,MSx15,0.51097
P4:14,Java,MSx15,0.5088
P4:14,Java,MSx15,0.50854
P4:14,Java,MSx15,0.50646
P4:14,Java,MSx15,0.50561
P4:14,Java,MSx15,0.50327
P4:14,Java,MSx15,0.50334
P4:14,Java,MSx15,0.50465
P4:14,Java,MSx20,0.47114
P4:14,Java,MSx20,0.47178
P4:14,Java,MSx20,0.47118
P4:14,Java,MSx20,0.47066
P4:14,Java,MSx20,0.47149
P4:14,Java,MSx20,0.47034
P4:14,Java,MSx20,0.47981
P4:14,Java,MSx20,0.47942
P4:14,Java,MSx20,0.47914
P4:14,Java,MSx20,0.47016
P4:14,Java,MSx20,0.47987
P4:14,Java,MSx20,0.47088
P4:14,Java,MSx20,0.47117
P4:14,Java,MSx20,0.46891
P4:14,Java,MSx20,0.46751
P4:14,Java,MSx20,0.46611
P4:14,Java,MSx20,0.4651
P4:14,Java,MSx20,0.46513
P4:14,Java,MSx20,0.46626
P4:14,Java,MSx20,0.46575
