Tier,Technology,Architecture,Value
P4:14,.NET,MSx6,3.65874
P4:14,.NET,MSx6,3.6587
P4:14,.NET,MSx6,3.65866
P4:14,.NET,MSx6,3.65867
P4:14,.NET,MSx6,3.65862
P4:14,.NET,MSx6,3.65861
P4:14,.NET,MSx6,3.65846
P4:14,.NET,MSx6,3.65847
P4:14,.NET,MSx6,3.65845
P4:14,.NET,MSx6,3.65794
P4:14,.NET,MSx6,3.65791
P4:14,.NET,MSx6,3.65785
P4:14,.NET,MSx6,3.65972
P4:14,.NET,MSx6,3.65983
P4:14,.NET,MSx6,3.65988
P4:14,.NET,MSx10,3.67663
P4:14,.NET,MSx10,3.6785
P4:14,.NET,MSx10,3.6783
P4:14,.NET,MSx10,3.67813
P4:14,.NET,MSx10,3.67796
P4:14,.NET,MSx10,3.67778
P4:14,.NET,MSx10,3.68044
P4:14,.NET,MSx10,3.68225
P4:14,.NET,MSx10,3.67755
P4:14,.NET,MSx10,3.67575
P4:14,.NET,MSx10,3.6756
P4:14,.NET,MSx10,3.67567
P4:14,.NET,MSx10,3.67579
P4:14,.NET,MSx10,3.67586
P4:14,.NET,MSx10,3.67594
P4:14,.NET,MSx10,3.67606
P4:14,.NET,MSx10,3.67627
P4:14,.NET,MSx10,3.67633
P4:14,.NET,MSx10,3.68046
P4:14,.NET,MSx10,3.6776
P4:14,.NET,MSx15,3.6843
P4:14,.NET,MSx15,3.68639
P4:14,.NET,MSx15,3.68631
P4:14,.NET,MSx15,3.68639
P4:14,.NET,MSx15,3.68631
P4:14,.NET,MSx15,3.68636
P4:14,.NET,MSx15,3.68639
P4:14,.NET,MSx15,3.68463
P4:14,.NET,MSx15,3.68469
P4:14,.NET,MSx15,3.68468
P4:14,.NET,MSx15,3.68461
P4:14,.NET,MSx15,3.68464
P4:14,.NET,MSx15,3.68467
P4:14,.NET,MSx15,3.68471
P4:14,.NET,MSx15,3.68475
P4:14,.NET,MSx15,3.68479
P4:14,.NET,MSx15,3.68475
P4:14,.NET,MSx15,3.6865
P4:14,.NET,MSx15,3.68643
P4:14,.NET,MSx15,3.68642
P4:14,.NET,MSx20,3.73271
P4:14,.NET,MSx20,3.73472
P4:14,.NET,MSx20,3.73467
P4:14,.NET,MSx20,3.73469
P4:14,.NET,MSx20,3.73469
P4:14,.NET,MSx20,3.73473
P4:14,.NET,MSx20,3.73476
P4:14,.NET,MSx20,3.7347
P4:14,.NET,MSx20,3.73329
P4:14,.NET,MSx20,3.73328
P4:14,.NET,MSx20,3.73329
P4:14,.NET,MSx20,3.73329
P4:14,.NET,MSx20,3.73325
P4:14,.NET,MSx20,3.73331
P4:14,.NET,MSx20,3.73338
P4:14,.NET,MSx20,3.73346
P4:14,.NET,MSx20,3.73509
P4:14,.NET,MSx20,3.73506
P4:14,.NET,MSx20,3.73504
P4:14,.NET,MSx20,3.73469
P4:14,Java,MSx1,3.40928
P4:14,Java,MSx1,3.41261
P4:14,Java,MSx1,3.41174
P4:14,Java,MSx1,3.4105
P4:14,Java,MSx1,3.41043
P4:14,Java,MSx1,3.41042
P4:14,Java,MSx1,3.41039
P4:14,Java,MSx1,3.4104
P4:14,Java,MSx1,3.41039
P4:14,Java,MSx1,3.41037
P4:14,Java,MSx1,3.4104
P4:14,Java,MSx1,3.41048
P4:14,Java,MSx1,3.40897
P4:14,Java,MSx1,3.40898
P4:14,Java,MSx1,3.40901
P4:14,Java,MSx1,3.41054
P4:14,Java,MSx1,3.40972
P4:14,Java,MSx1,3.40972
P4:14,Java,MSx1,3.40975
P4:14,Java,MSx1,3.40991
P4:14,Java,MSx3,3.6817
P4:14,Java,MSx3,3.68395
P4:14,Java,MSx3,3.68231
P4:14,Java,MSx3,3.68506
P4:14,Java,MSx3,3.68721
P4:14,Java,MSx3,3.68726
P4:14,Java,MSx3,3.68722
P4:14,Java,MSx3,3.68723
P4:14,Java,MSx3,3.68725
P4:14,Java,MSx3,3.68722
P4:14,Java,MSx3,3.68723
P4:14,Java,MSx3,3.68722
P4:14,Java,MSx3,3.68719
P4:14,Java,MSx3,3.68713
P4:14,Java,MSx3,3.68884
P4:14,Java,MSx3,3.68885
P4:14,Java,MSx3,3.68423
P4:14,Java,MSx3,3.68243
P4:14,Java,MSx3,3.68245
P4:14,Java,MSx3,3.68237
P4:14,Java,MSx6,3.70656
P4:14,Java,MSx6,3.71007
P4:14,Java,MSx6,3.71018
P4:14,Java,MSx6,3.71137
P4:14,Java,MSx6,3.71162
P4:14,Java,MSx6,3.71146
P4:14,Java,MSx6,3.70975
P4:14,Java,MSx6,3.70972
P4:14,Java,MSx6,3.70971
P4:14,Java,MSx6,3.70972
P4:14,Java,MSx6,3.70969
P4:14,Java,MSx6,3.70964
P4:14,Java,MSx6,3.70964
P4:14,Java,MSx6,3.70967
P4:14,Java,MSx6,3.70967
P4:14,Java,MSx6,3.71139
P4:14,Java,MSx6,3.71137
P4:14,Java,MSx6,3.71137
P4:14,Java,MSx6,3.71135
P4:14,Java,MSx6,3.71147
P4:14,Java,MSx10,3.7012
P4:14,Java,MSx10,3.70501
P4:14,Java,MSx10,3.70502
P4:14,Java,MSx10,3.70499
P4:14,Java,MSx10,3.7034
P4:14,Java,MSx10,3.70306
P4:14,Java,MSx10,3.70311
P4:14,Java,MSx10,3.70313
P4:14,Java,MSx10,3.70318
P4:14,Java,MSx10,3.70314
P4:14,Java,MSx10,3.70318
P4:14,Java,MSx10,3.70326
P4:14,Java,MSx10,3.70331
P4:14,Java,MSx10,3.70337
P4:14,Java,MSx10,3.70343
P4:14,Java,MSx10,3.70343
P4:14,Java,MSx10,3.70505
P4:14,Java,MSx10,3.70503
P4:14,Java,MSx10,3.70495
P4:14,Java,MSx10,3.70324
P4:14,Java,MSx15,3.73906
P4:14,Java,MSx15,3.74284
P4:14,Java,MSx15,3.74292
P4:14,Java,MSx15,3.74298
P4:14,Java,MSx15,3.74299
P4:14,Java,MSx15,3.74282
P4:14,Java,MSx15,3.74114
P4:14,Java,MSx15,3.74117
P4:14,Java,MSx15,3.74116
P4:14,Java,MSx15,3.74118
P4:14,Java,MSx15,3.74117
P4:14,Java,MSx15,3.74124
P4:14,Java,MSx15,3.74014
P4:14,Java,MSx15,3.74009
P4:14,Java,MSx15,3.74009
P4:14,Java,MSx15,3.74007
P4:14,Java,MSx15,3.74177
P4:14,Java,MSx15,3.74179
P4:14,Java,MSx15,3.7418
P4:14,Java,MSx15,3.74181
P4:14,Java,MSx20,3.75471
P4:14,Java,MSx20,3.75821
P4:14,Java,MSx20,3.75827
P4:14,Java,MSx20,3.75825
P4:14,Java,MSx20,3.75662
P4:14,Java,MSx20,3.75681
P4:14,Java,MSx20,3.75688
P4:14,Java,MSx20,3.75696
P4:14,Java,MSx20,3.75698
P4:14,Java,MSx20,3.75687
P4:14,Java,MSx20,3.75745
P4:14,Java,MSx20,3.75756
P4:14,Java,MSx20,3.75752
P4:14,Java,MSx20,3.75755
P4:14,Java,MSx20,3.75758
P4:14,Java,MSx20,3.7593
P4:14,Java,MSx20,3.75929
P4:14,Java,MSx20,3.75929
P4:14,Java,MSx20,3.75927
P4:14,Java,MSx20,3.75765
